Sym-H and AL  obtained from Kyoto WDC for SWPC Event 1.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
2003 10 30 12 57 00 000 -146.00  -887.00
2003 10 30 12 58 00 000 -145.00  -964.00
2003 10 30 12 59 00 000 -145.00  -999.00
2003 10 30 13 00 00 000 -145.00  -937.00
2003 10 30 13 01 00 000 -142.00  -841.00
2003 10 30 13 02 00 000 -142.00  -821.00
2003 10 30 13 03 00 000 -141.00  -779.00
2003 10 30 13 04 00 000 -140.00  -768.00
2003 10 30 13 05 00 000 -139.00  -768.00
2003 10 30 13 06 00 000 -139.00  -729.00
2003 10 30 13 07 00 000 -140.00  -677.00
2003 10 30 13 08 00 000 -141.00  -669.00
2003 10 30 13 09 00 000 -141.00  -699.00
2003 10 30 13 10 00 000 -141.00  -727.00
2003 10 30 13 11 00 000 -140.00  -719.00
2003 10 30 13 12 00 000 -141.00  -691.00
2003 10 30 13 13 00 000 -142.00  -657.00
2003 10 30 13 14 00 000 -140.00  -624.00
2003 10 30 13 15 00 000 -140.00  -609.00
2003 10 30 13 16 00 000 -141.00  -564.00
2003 10 30 13 17 00 000 -141.00  -520.00
2003 10 30 13 18 00 000 -143.00  -553.00
2003 10 30 13 19 00 000 -146.00  -603.00
2003 10 30 13 20 00 000 -144.00  -641.00
2003 10 30 13 21 00 000 -141.00  -591.00
2003 10 30 13 22 00 000 -141.00  -612.00
2003 10 30 13 23 00 000 -142.00  -616.00
2003 10 30 13 24 00 000 -142.00  -710.00
2003 10 30 13 25 00 000 -141.00  -759.00
2003 10 30 13 26 00 000 -142.00  -723.00
2003 10 30 13 27 00 000 -143.00  -676.00
2003 10 30 13 28 00 000 -143.00  -692.00
2003 10 30 13 29 00 000 -144.00  -679.00
2003 10 30 13 30 00 000 -144.00  -647.00
2003 10 30 13 31 00 000 -143.00  -612.00
2003 10 30 13 32 00 000 -143.00  -577.00
2003 10 30 13 33 00 000 -143.00  -599.00
2003 10 30 13 34 00 000 -142.00  -648.00
2003 10 30 13 35 00 000 -142.00  -650.00
2003 10 30 13 36 00 000 -142.00  -640.00
2003 10 30 13 37 00 000 -142.00  -695.00
2003 10 30 13 38 00 000 -142.00  -712.00
2003 10 30 13 39 00 000 -142.00  -671.00
2003 10 30 13 40 00 000 -142.00  -596.00
2003 10 30 13 41 00 000 -142.00  -600.00
2003 10 30 13 42 00 000 -142.00  -585.00
2003 10 30 13 43 00 000 -142.00  -540.00
2003 10 30 13 44 00 000 -142.00  -507.00
2003 10 30 13 45 00 000 -143.00  -539.00
2003 10 30 13 46 00 000 -142.00  -548.00
2003 10 30 13 47 00 000 -141.00  -572.00
2003 10 30 13 48 00 000 -140.00  -595.00
2003 10 30 13 49 00 000 -140.00  -646.00
2003 10 30 13 50 00 000 -140.00  -662.00
2003 10 30 13 51 00 000 -141.00  -705.00
2003 10 30 13 52 00 000 -142.00  -759.00
2003 10 30 13 53 00 000 -142.00  -735.00
2003 10 30 13 54 00 000 -143.00  -742.00
2003 10 30 13 55 00 000 -142.00  -698.00
2003 10 30 13 56 00 000 -141.00  -651.00
2003 10 30 13 57 00 000 -142.00  -649.00
2003 10 30 13 58 00 000 -142.00  -650.00
2003 10 30 13 59 00 000 -142.00  -706.00
2003 10 30 14 00 00 000 -143.00  -793.00
2003 10 30 14 01 00 000 -141.00  -724.00
2003 10 30 14 02 00 000 -141.00  -786.00
2003 10 30 14 03 00 000 -141.00  -851.00
2003 10 30 14 04 00 000 -141.00  -662.00
2003 10 30 14 05 00 000 -140.00  -600.00
2003 10 30 14 06 00 000 -140.00  -624.00
2003 10 30 14 07 00 000 -138.00  -575.00
2003 10 30 14 08 00 000 -139.00  -615.00
2003 10 30 14 09 00 000 -138.00  -732.00
2003 10 30 14 10 00 000 -137.00  -706.00
2003 10 30 14 11 00 000 -138.00  -825.00
2003 10 30 14 12 00 000 -140.00  -818.00
2003 10 30 14 13 00 000 -140.00  -979.00
2003 10 30 14 14 00 000 -139.00 -1018.00
2003 10 30 14 15 00 000 -135.00 -1018.00
2003 10 30 14 16 00 000 -136.00  -991.00
2003 10 30 14 17 00 000 -133.00  -994.00
2003 10 30 14 18 00 000 -131.00  -937.00
2003 10 30 14 19 00 000 -135.00 -1048.00
2003 10 30 14 20 00 000 -137.00 -1188.00
2003 10 30 14 21 00 000 -137.00 -1218.00
2003 10 30 14 22 00 000 -134.00 -1152.00
2003 10 30 14 23 00 000 -133.00 -1012.00
2003 10 30 14 24 00 000 -132.00  -929.00
2003 10 30 14 25 00 000 -132.00  -802.00
2003 10 30 14 26 00 000 -133.00  -776.00
2003 10 30 14 27 00 000 -133.00  -807.00
2003 10 30 14 28 00 000 -133.00  -843.00
2003 10 30 14 29 00 000 -133.00  -926.00
2003 10 30 14 30 00 000 -134.00 -1063.00
2003 10 30 14 31 00 000 -133.00 -1061.00
2003 10 30 14 32 00 000 -135.00  -999.00
2003 10 30 14 33 00 000 -133.00 -1033.00
2003 10 30 14 34 00 000 -132.00 -1014.00
2003 10 30 14 35 00 000 -132.00  -907.00
2003 10 30 14 36 00 000 -132.00  -876.00
2003 10 30 14 37 00 000 -133.00  -937.00
2003 10 30 14 38 00 000 -133.00  -993.00
2003 10 30 14 39 00 000 -134.00  -955.00
2003 10 30 14 40 00 000 -134.00  -923.00
2003 10 30 14 41 00 000 -134.00  -857.00
2003 10 30 14 42 00 000 -134.00  -871.00
2003 10 30 14 43 00 000 -135.00  -912.00
2003 10 30 14 44 00 000 -134.00 -1023.00
2003 10 30 14 45 00 000 -135.00 -1025.00
2003 10 30 14 46 00 000 -135.00 -1003.00
2003 10 30 14 47 00 000 -136.00 -1009.00
2003 10 30 14 48 00 000 -136.00 -1009.00
2003 10 30 14 49 00 000 -134.00  -949.00
2003 10 30 14 50 00 000 -133.00  -912.00
2003 10 30 14 51 00 000 -133.00  -817.00
2003 10 30 14 52 00 000 -133.00  -802.00
2003 10 30 14 53 00 000 -133.00  -852.00
2003 10 30 14 54 00 000 -132.00  -998.00
2003 10 30 14 55 00 000 -134.00 -1200.00
2003 10 30 14 56 00 000 -135.00 -1396.00
2003 10 30 14 57 00 000 -133.00 -1282.00
2003 10 30 14 58 00 000 -134.00 -1136.00
2003 10 30 14 59 00 000 -134.00  -877.00
2003 10 30 15 00 00 000 -133.00  -862.00
2003 10 30 15 01 00 000 -133.00  -944.00
2003 10 30 15 02 00 000 -133.00  -859.00
2003 10 30 15 03 00 000 -133.00  -738.00
2003 10 30 15 04 00 000 -133.00  -727.00
2003 10 30 15 05 00 000 -133.00  -746.00
2003 10 30 15 06 00 000 -133.00  -755.00
2003 10 30 15 07 00 000 -133.00  -810.00
2003 10 30 15 08 00 000 -131.00  -800.00
2003 10 30 15 09 00 000 -133.00  -859.00
2003 10 30 15 10 00 000 -133.00  -910.00
2003 10 30 15 11 00 000 -132.00  -933.00
2003 10 30 15 12 00 000 -132.00  -998.00
2003 10 30 15 13 00 000 -133.00 -1011.00
2003 10 30 15 14 00 000 -132.00 -1071.00
2003 10 30 15 15 00 000 -132.00 -1019.00
2003 10 30 15 16 00 000 -132.00  -884.00
2003 10 30 15 17 00 000 -131.00  -897.00
2003 10 30 15 18 00 000 -131.00  -887.00
2003 10 30 15 19 00 000 -131.00  -912.00
2003 10 30 15 20 00 000 -131.00  -975.00
2003 10 30 15 21 00 000 -133.00  -966.00
2003 10 30 15 22 00 000 -131.00  -989.00
2003 10 30 15 23 00 000 -133.00  -992.00
2003 10 30 15 24 00 000 -132.00  -982.00
2003 10 30 15 25 00 000 -131.00  -976.00
2003 10 30 15 26 00 000 -130.00 -1031.00
2003 10 30 15 27 00 000 -132.00 -1106.00
2003 10 30 15 28 00 000 -131.00 -1093.00
2003 10 30 15 29 00 000 -130.00 -1114.00
2003 10 30 15 30 00 000 -130.00 -1075.00
2003 10 30 15 31 00 000 -128.00  -952.00
2003 10 30 15 32 00 000 -127.00  -900.00
2003 10 30 15 33 00 000 -127.00  -916.00
2003 10 30 15 34 00 000 -125.00  -842.00
2003 10 30 15 35 00 000 -123.00  -821.00
2003 10 30 15 36 00 000 -122.00  -904.00
2003 10 30 15 37 00 000 -126.00  -990.00
2003 10 30 15 38 00 000 -126.00 -1040.00
2003 10 30 15 39 00 000 -126.00 -1045.00
2003 10 30 15 40 00 000 -125.00 -1086.00
2003 10 30 15 41 00 000 -128.00 -1084.00
2003 10 30 15 42 00 000 -126.00 -1021.00
2003 10 30 15 43 00 000 -127.00 -1135.00
2003 10 30 15 44 00 000 -125.00 -1198.00
2003 10 30 15 45 00 000 -127.00 -1215.00
2003 10 30 15 46 00 000 -127.00 -1109.00
2003 10 30 15 47 00 000 -128.00 -1001.00
2003 10 30 15 48 00 000 -130.00 -1075.00
2003 10 30 15 49 00 000 -130.00  -973.00
2003 10 30 15 50 00 000 -128.00  -964.00
2003 10 30 15 51 00 000 -129.00 -1011.00
2003 10 30 15 52 00 000 -128.00  -933.00
2003 10 30 15 53 00 000 -126.00  -916.00
2003 10 30 15 54 00 000 -127.00  -954.00
2003 10 30 15 55 00 000 -124.00  -960.00
2003 10 30 15 56 00 000 -124.00  -954.00
2003 10 30 15 57 00 000 -124.00  -831.00
2003 10 30 15 58 00 000 -123.00  -788.00
2003 10 30 15 59 00 000 -122.00  -727.00
2003 10 30 16 00 00 000 -123.00  -743.00
2003 10 30 16 01 00 000 -123.00  -828.00
2003 10 30 16 02 00 000 -121.00  -791.00
2003 10 30 16 03 00 000 -123.00  -888.00
2003 10 30 16 04 00 000 -125.00  -948.00
2003 10 30 16 05 00 000 -125.00  -783.00
2003 10 30 16 06 00 000 -124.00  -677.00
2003 10 30 16 07 00 000 -123.00  -569.00
2003 10 30 16 08 00 000 -123.00  -619.00
2003 10 30 16 09 00 000 -123.00  -585.00
2003 10 30 16 10 00 000 -122.00  -509.00
2003 10 30 16 11 00 000 -122.00  -485.00
2003 10 30 16 12 00 000 -118.00  -495.00
2003 10 30 16 13 00 000 -117.00  -462.00
2003 10 30 16 14 00 000 -117.00  -507.00
2003 10 30 16 15 00 000 -117.00  -524.00
2003 10 30 16 16 00 000 -117.00  -596.00
2003 10 30 16 17 00 000 -117.00  -570.00
2003 10 30 16 18 00 000 -117.00  -542.00
2003 10 30 16 19 00 000 -117.00  -495.00
2003 10 30 16 20 00 000 -117.00  -525.00
2003 10 30 16 21 00 000 -117.00  -577.00
2003 10 30 16 22 00 000 -117.00  -477.00
2003 10 30 16 23 00 000 -116.00  -460.00
2003 10 30 16 24 00 000 -117.00  -490.00
2003 10 30 16 25 00 000 -117.00  -460.00
2003 10 30 16 26 00 000 -117.00  -391.00
2003 10 30 16 27 00 000 -116.00  -382.00
2003 10 30 16 28 00 000 -116.00  -943.00
2003 10 30 16 29 00 000 -114.00  -918.00
2003 10 30 16 30 00 000 -115.00  -714.00
2003 10 30 16 31 00 000 -114.00  -529.00
2003 10 30 16 32 00 000 -115.00  -536.00
2003 10 30 16 33 00 000 -114.00  -531.00
2003 10 30 16 34 00 000 -112.00  -595.00
2003 10 30 16 35 00 000 -111.00  -612.00
2003 10 30 16 36 00 000 -113.00  -616.00
2003 10 30 16 37 00 000 -112.00  -658.00
2003 10 30 16 38 00 000 -108.00  -647.00
2003 10 30 16 39 00 000 -107.00  -949.00
2003 10 30 16 40 00 000 -101.00 -1040.00
2003 10 30 16 41 00 000  -97.00 -1081.00
2003 10 30 16 42 00 000 -100.00 -1320.00
2003 10 30 16 43 00 000 -107.00 -1387.00
2003 10 30 16 44 00 000 -113.00 -1334.00
2003 10 30 16 45 00 000 -120.00 -1512.00
2003 10 30 16 46 00 000 -115.00 -1312.00
2003 10 30 16 47 00 000 -112.00 -1403.00
2003 10 30 16 48 00 000 -109.00 -1529.00
2003 10 30 16 49 00 000 -108.00 -1551.00
2003 10 30 16 50 00 000 -114.00 -1809.00
2003 10 30 16 51 00 000 -116.00 -1692.00
2003 10 30 16 52 00 000 -117.00 -1563.00
2003 10 30 16 53 00 000 -114.00 -1543.00
2003 10 30 16 54 00 000 -115.00 -1347.00
2003 10 30 16 55 00 000 -120.00 -1252.00
2003 10 30 16 56 00 000 -122.00 -1419.00
2003 10 30 16 57 00 000 -123.00 -1227.00
2003 10 30 16 58 00 000 -122.00 -1224.00
2003 10 30 16 59 00 000 -120.00 -1225.00
2003 10 30 17 00 00 000 -118.00 -1645.00
2003 10 30 17 01 00 000 -116.00 -1513.00
2003 10 30 17 02 00 000 -113.00 -1065.00
2003 10 30 17 03 00 000 -111.00 -1071.00
2003 10 30 17 04 00 000 -114.00 -1114.00
2003 10 30 17 05 00 000 -116.00 -1165.00
2003 10 30 17 06 00 000 -116.00 -1174.00
2003 10 30 17 07 00 000 -116.00 -1293.00
2003 10 30 17 08 00 000 -119.00 -1572.00
2003 10 30 17 09 00 000 -120.00 -1364.00
2003 10 30 17 10 00 000 -122.00 -1416.00
2003 10 30 17 11 00 000 -119.00 -1508.00
2003 10 30 17 12 00 000 -117.00 -1469.00
2003 10 30 17 13 00 000 -117.00 -1493.00
2003 10 30 17 14 00 000 -118.00 -1451.00
2003 10 30 17 15 00 000 -123.00 -1531.00
2003 10 30 17 16 00 000 -126.00 -1506.00
2003 10 30 17 17 00 000 -125.00 -1720.00
2003 10 30 17 18 00 000 -126.00 -1750.00
2003 10 30 17 19 00 000 -125.00 -1752.00
2003 10 30 17 20 00 000 -124.00 -1597.00
2003 10 30 17 21 00 000 -122.00 -1541.00
2003 10 30 17 22 00 000 -122.00 -1651.00
2003 10 30 17 23 00 000 -126.00 -1759.00
2003 10 30 17 24 00 000 -130.00 -1849.00
2003 10 30 17 25 00 000 -133.00 -1817.00
2003 10 30 17 26 00 000 -134.00 -1757.00
2003 10 30 17 27 00 000 -131.00 -1794.00
2003 10 30 17 28 00 000 -132.00 -1927.00
2003 10 30 17 29 00 000 -130.00 -2078.00
2003 10 30 17 30 00 000 -131.00 -2045.00
2003 10 30 17 31 00 000 -132.00 -2101.00
2003 10 30 17 32 00 000 -136.00 -2141.00
2003 10 30 17 33 00 000 -137.00 -1986.00
2003 10 30 17 34 00 000 -137.00 -1919.00
2003 10 30 17 35 00 000 -137.00 -2107.00
2003 10 30 17 36 00 000 -135.00 -2201.00
2003 10 30 17 37 00 000 -133.00 -2483.00
2003 10 30 17 38 00 000 -139.00 -2742.00
2003 10 30 17 39 00 000 -141.00 -2961.00
2003 10 30 17 40 00 000 -142.00 -3098.00
2003 10 30 17 41 00 000 -145.00 -2731.00
2003 10 30 17 42 00 000 -144.00 -2233.00
2003 10 30 17 43 00 000 -143.00 -2472.00
2003 10 30 17 44 00 000 -136.00 -2157.00
2003 10 30 17 45 00 000 -131.00 -2151.00
2003 10 30 17 46 00 000 -126.00 -2321.00
2003 10 30 17 47 00 000 -125.00 -2423.00
2003 10 30 17 48 00 000 -128.00 -2057.00
2003 10 30 17 49 00 000 -127.00 -1908.00
2003 10 30 17 50 00 000 -126.00 -1982.00
2003 10 30 17 51 00 000 -136.00 -1747.00
2003 10 30 17 52 00 000 -135.00 -1483.00
2003 10 30 17 53 00 000 -129.00 -2047.00
2003 10 30 17 54 00 000 -126.00 -2182.00
2003 10 30 17 55 00 000 -134.00 -1962.00
2003 10 30 17 56 00 000 -133.00 -2267.00
2003 10 30 17 57 00 000 -134.00 -2127.00
2003 10 30 17 58 00 000 -132.00 -2200.00
2003 10 30 17 59 00 000 -134.00 -2259.00
2003 10 30 18 00 00 000 -135.00 -2153.00
2003 10 30 18 01 00 000 -145.00 -1945.00
2003 10 30 18 02 00 000 -140.00 -1870.00
2003 10 30 18 03 00 000 -132.00 -1696.00
2003 10 30 18 04 00 000 -135.00 -1279.00
2003 10 30 18 05 00 000 -142.00  -927.00
2003 10 30 18 06 00 000 -144.00  -703.00
2003 10 30 18 07 00 000 -139.00  -682.00
2003 10 30 18 08 00 000 -137.00  -660.00
2003 10 30 18 09 00 000 -139.00  -688.00
2003 10 30 18 10 00 000 -138.00  -715.00
2003 10 30 18 11 00 000 -137.00  -662.00
2003 10 30 18 12 00 000 -137.00  -558.00
2003 10 30 18 13 00 000 -138.00  -507.00
2003 10 30 18 14 00 000 -136.00  -495.00
2003 10 30 18 15 00 000 -134.00  -572.00
2003 10 30 18 16 00 000 -134.00  -591.00
2003 10 30 18 17 00 000 -134.00  -562.00
2003 10 30 18 18 00 000 -133.00  -638.00
2003 10 30 18 19 00 000 -125.00  -690.00
2003 10 30 18 20 00 000 -119.00  -753.00
2003 10 30 18 21 00 000 -137.00  -765.00
2003 10 30 18 22 00 000 -144.00  -592.00
2003 10 30 18 23 00 000 -136.00  -485.00
2003 10 30 18 24 00 000 -129.00  -509.00
2003 10 30 18 25 00 000 -127.00  -435.00
2003 10 30 18 26 00 000 -129.00  -390.00
2003 10 30 18 27 00 000 -130.00  -453.00
2003 10 30 18 28 00 000 -129.00  -371.00
2003 10 30 18 29 00 000 -129.00  -366.00
2003 10 30 18 30 00 000 -128.00  -402.00
2003 10 30 18 31 00 000 -125.00  -505.00
2003 10 30 18 32 00 000 -125.00  -574.00
2003 10 30 18 33 00 000 -130.00  -524.00
2003 10 30 18 34 00 000 -130.00  -559.00
2003 10 30 18 35 00 000 -126.00  -578.00
2003 10 30 18 36 00 000 -129.00  -568.00
2003 10 30 18 37 00 000 -129.00  -582.00
2003 10 30 18 38 00 000 -130.00  -683.00
2003 10 30 18 39 00 000 -129.00  -799.00
2003 10 30 18 40 00 000 -130.00  -788.00
2003 10 30 18 41 00 000 -129.00  -680.00
2003 10 30 18 42 00 000 -130.00  -740.00
2003 10 30 18 43 00 000 -131.00  -791.00
2003 10 30 18 44 00 000 -133.00  -864.00
2003 10 30 18 45 00 000 -134.00 -1000.00
2003 10 30 18 46 00 000 -135.00  -991.00
2003 10 30 18 47 00 000 -138.00 -1050.00
2003 10 30 18 48 00 000 -137.00 -1041.00
2003 10 30 18 49 00 000 -135.00 -1069.00
2003 10 30 18 50 00 000 -138.00 -1062.00
2003 10 30 18 51 00 000 -138.00 -1054.00
2003 10 30 18 52 00 000 -138.00  -986.00
2003 10 30 18 53 00 000 -136.00  -917.00
2003 10 30 18 54 00 000 -134.00  -943.00
2003 10 30 18 55 00 000 -132.00  -849.00
2003 10 30 18 56 00 000 -131.00 -1027.00
2003 10 30 18 57 00 000 -130.00 -1200.00
2003 10 30 18 58 00 000 -132.00 -1415.00
2003 10 30 18 59 00 000 -131.00 -1594.00
2003 10 30 19 00 00 000 -138.00 -1770.00
2003 10 30 19 01 00 000 -150.00 -1846.00
2003 10 30 19 02 00 000 -150.00 -1770.00
2003 10 30 19 03 00 000 -146.00 -1745.00
2003 10 30 19 04 00 000 -145.00 -1641.00
2003 10 30 19 05 00 000 -144.00 -1624.00
2003 10 30 19 06 00 000 -142.00 -1505.00
2003 10 30 19 07 00 000 -143.00 -1398.00
2003 10 30 19 08 00 000 -146.00 -1451.00
2003 10 30 19 09 00 000 -150.00 -1211.00
2003 10 30 19 10 00 000 -154.00 -1073.00
2003 10 30 19 11 00 000 -157.00 -1142.00
2003 10 30 19 12 00 000 -162.00 -1240.00
2003 10 30 19 13 00 000 -164.00 -1323.00
2003 10 30 19 14 00 000 -168.00 -1458.00
2003 10 30 19 15 00 000 -163.00 -1665.00
2003 10 30 19 16 00 000 -162.00 -1686.00
2003 10 30 19 17 00 000 -157.00 -1675.00
2003 10 30 19 18 00 000 -144.00 -1633.00
2003 10 30 19 19 00 000 -133.00 -1587.00
2003 10 30 19 20 00 000 -134.00 -1312.00
2003 10 30 19 21 00 000 -134.00  -942.00
2003 10 30 19 22 00 000 -143.00  -862.00
2003 10 30 19 23 00 000 -144.00  -821.00
2003 10 30 19 24 00 000 -136.00  -920.00
2003 10 30 19 25 00 000 -136.00 -1038.00
2003 10 30 19 26 00 000 -133.00 -1023.00
2003 10 30 19 27 00 000 -126.00  -917.00
2003 10 30 19 28 00 000 -136.00  -877.00
2003 10 30 19 29 00 000 -126.00  -959.00
2003 10 30 19 30 00 000 -133.00 -1018.00
2003 10 30 19 31 00 000 -135.00  -958.00
2003 10 30 19 32 00 000 -133.00  -973.00
2003 10 30 19 33 00 000 -130.00  -982.00
2003 10 30 19 34 00 000 -135.00 -1052.00
2003 10 30 19 35 00 000 -136.00 -1151.00
2003 10 30 19 36 00 000 -135.00 -1297.00
2003 10 30 19 37 00 000 -136.00 -1382.00
2003 10 30 19 38 00 000 -136.00 -1283.00
2003 10 30 19 39 00 000 -138.00 -1067.00
2003 10 30 19 40 00 000 -149.00  -905.00
2003 10 30 19 41 00 000 -154.00  -774.00
2003 10 30 19 42 00 000 -153.00  -952.00
2003 10 30 19 43 00 000 -149.00 -1009.00
2003 10 30 19 44 00 000 -141.00  -785.00
2003 10 30 19 45 00 000 -143.00  -729.00
2003 10 30 19 46 00 000 -154.00  -820.00
2003 10 30 19 47 00 000 -165.00 -1011.00
2003 10 30 19 48 00 000 -160.00 -1177.00
2003 10 30 19 49 00 000 -151.00 -1626.00
2003 10 30 19 50 00 000 -146.00 -1973.00
2003 10 30 19 51 00 000 -141.00 -2101.00
2003 10 30 19 52 00 000 -143.00 -2626.00
2003 10 30 19 53 00 000 -135.00 -2689.00
2003 10 30 19 54 00 000 -107.00 -2797.00
2003 10 30 19 55 00 000  -88.00 -3217.00
2003 10 30 19 56 00 000  -87.00 -3229.00
2003 10 30 19 57 00 000 -109.00 -2924.00
2003 10 30 19 58 00 000 -139.00 -2492.00
2003 10 30 19 59 00 000 -139.00 -2540.00
2003 10 30 20 00 00 000 -157.00 -2419.00
2003 10 30 20 01 00 000 -172.00 -2158.00
2003 10 30 20 02 00 000 -185.00 -2163.00
2003 10 30 20 03 00 000 -142.00 -2096.00
2003 10 30 20 04 00 000 -139.00 -2398.00
2003 10 30 20 05 00 000 -151.00 -2345.00
2003 10 30 20 06 00 000 -146.00 -2745.00
2003 10 30 20 07 00 000 -132.00 -3163.00
2003 10 30 20 08 00 000  -75.00 -2887.00
2003 10 30 20 09 00 000 -187.00 -2013.00
2003 10 30 20 10 00 000 -157.00 -2012.00
2003 10 30 20 11 00 000 -183.00 -1938.00
2003 10 30 20 12 00 000 -193.00 -1628.00
2003 10 30 20 13 00 000 -207.00 -1631.00
2003 10 30 20 14 00 000 -196.00 -1777.00
2003 10 30 20 15 00 000 -180.00 -1764.00
2003 10 30 20 16 00 000 -191.00 -1620.00
2003 10 30 20 17 00 000 -216.00 -1530.00
2003 10 30 20 18 00 000 -221.00 -1393.00
2003 10 30 20 19 00 000 -228.00 -1321.00
2003 10 30 20 20 00 000 -228.00 -1376.00
2003 10 30 20 21 00 000 -229.00 -1649.00
2003 10 30 20 22 00 000 -238.00 -2006.00
2003 10 30 20 23 00 000 -237.00 -1872.00
2003 10 30 20 24 00 000 -232.00 -1868.00
2003 10 30 20 25 00 000 -209.00 -1823.00
2003 10 30 20 26 00 000 -178.00 -1963.00
2003 10 30 20 27 00 000 -200.00 -2251.00
2003 10 30 20 28 00 000 -211.00 -2311.00
2003 10 30 20 29 00 000 -208.00 -2843.00
2003 10 30 20 30 00 000 -202.00 -3014.00
2003 10 30 20 31 00 000 -201.00 -3257.00
2003 10 30 20 32 00 000 -199.00 -2881.00
2003 10 30 20 33 00 000 -205.00 -1462.00
2003 10 30 20 34 00 000 -225.00 -1183.00
2003 10 30 20 35 00 000 -233.00 -1281.00
2003 10 30 20 36 00 000 -219.00 -1365.00
2003 10 30 20 37 00 000 -237.00 -1336.00
2003 10 30 20 38 00 000 -254.00 -1693.00
2003 10 30 20 39 00 000 -261.00 -1589.00
2003 10 30 20 40 00 000 -264.00 -1278.00
2003 10 30 20 41 00 000 -268.00 -1606.00
2003 10 30 20 42 00 000 -274.00 -2286.00
2003 10 30 20 43 00 000 -280.00 -2619.00
2003 10 30 20 44 00 000 -281.00 -2501.00
2003 10 30 20 45 00 000 -278.00 -2263.00
2003 10 30 20 46 00 000 -290.00 -2055.00
2003 10 30 20 47 00 000 -293.00 -1983.00
2003 10 30 20 48 00 000 -295.00 -2073.00
2003 10 30 20 49 00 000 -302.00 -2039.00
2003 10 30 20 50 00 000 -306.00 -1996.00
2003 10 30 20 51 00 000 -305.00 -1889.00
2003 10 30 20 52 00 000 -298.00 -1669.00
2003 10 30 20 53 00 000 -304.00 -1515.00
2003 10 30 20 54 00 000 -305.00 -1505.00
2003 10 30 20 55 00 000 -302.00 -1468.00
2003 10 30 20 56 00 000 -300.00 -1389.00
2003 10 30 20 57 00 000 -292.00 -1401.00
2003 10 30 20 58 00 000 -291.00 -1148.00
2003 10 30 20 59 00 000 -309.00 -1071.00
2003 10 30 21 00 00 000 -308.00 -1053.00
2003 10 30 21 01 00 000 -305.00  -907.00
2003 10 30 21 02 00 000 -296.00 -1032.00
2003 10 30 21 03 00 000 -294.00 -1030.00
2003 10 30 21 04 00 000 -303.00  -968.00
2003 10 30 21 05 00 000 -307.00  -917.00
2003 10 30 21 06 00 000 -307.00  -933.00
2003 10 30 21 07 00 000 -311.00  -940.00
2003 10 30 21 08 00 000 -312.00  -880.00
2003 10 30 21 09 00 000 -317.00  -769.00
2003 10 30 21 10 00 000 -325.00  -679.00
2003 10 30 21 11 00 000 -326.00  -705.00
2003 10 30 21 12 00 000 -326.00  -728.00
2003 10 30 21 13 00 000 -326.00  -805.00
2003 10 30 21 14 00 000 -325.00  -832.00
2003 10 30 21 15 00 000 -320.00  -821.00
2003 10 30 21 16 00 000 -312.00  -818.00
2003 10 30 21 17 00 000 -302.00  -773.00
2003 10 30 21 18 00 000 -297.00  -681.00
2003 10 30 21 19 00 000 -292.00  -630.00
2003 10 30 21 20 00 000 -284.00  -643.00
2003 10 30 21 21 00 000 -260.00  -703.00
2003 10 30 21 22 00 000 -246.00  -726.00
2003 10 30 21 23 00 000 -240.00  -755.00
2003 10 30 21 24 00 000 -231.00  -752.00
2003 10 30 21 25 00 000 -222.00  -755.00
2003 10 30 21 26 00 000 -218.00  -803.00
2003 10 30 21 27 00 000 -220.00  -793.00
2003 10 30 21 28 00 000 -223.00  -787.00
2003 10 30 21 29 00 000 -223.00  -770.00
2003 10 30 21 30 00 000 -218.00  -796.00
2003 10 30 21 31 00 000 -208.00  -850.00
2003 10 30 21 32 00 000 -208.00  -960.00
2003 10 30 21 33 00 000 -201.00  -841.00
2003 10 30 21 34 00 000 -196.00  -679.00
2003 10 30 21 35 00 000 -197.00  -671.00
2003 10 30 21 36 00 000 -194.00  -673.00
2003 10 30 21 37 00 000 -184.00  -695.00
2003 10 30 21 38 00 000 -193.00  -697.00
2003 10 30 21 39 00 000 -199.00  -704.00
2003 10 30 21 40 00 000 -216.00  -691.00
2003 10 30 21 41 00 000 -226.00  -672.00
2003 10 30 21 42 00 000 -232.00  -663.00
2003 10 30 21 43 00 000 -236.00  -785.00
2003 10 30 21 44 00 000 -238.00 -1101.00
2003 10 30 21 45 00 000 -242.00 -1188.00
2003 10 30 21 46 00 000 -247.00 -1293.00
2003 10 30 21 47 00 000 -256.00 -1468.00
2003 10 30 21 48 00 000 -254.00 -1335.00
2003 10 30 21 49 00 000 -254.00 -1351.00
2003 10 30 21 50 00 000 -265.00 -1421.00
2003 10 30 21 51 00 000 -273.00 -1537.00
2003 10 30 21 52 00 000 -288.00 -1497.00
2003 10 30 21 53 00 000 -297.00 -1452.00
2003 10 30 21 54 00 000 -301.00 -1507.00
2003 10 30 21 55 00 000 -307.00 -1595.00
2003 10 30 21 56 00 000 -313.00 -1596.00
2003 10 30 21 57 00 000 -315.00 -1539.00
2003 10 30 21 58 00 000 -303.00 -1494.00
2003 10 30 21 59 00 000 -288.00 -1540.00
2003 10 30 22 00 00 000 -280.00 -1611.00
2003 10 30 22 01 00 000 -276.00 -1434.00
2003 10 30 22 02 00 000 -275.00 -1588.00
2003 10 30 22 03 00 000 -278.00 -1923.00
